key,en,de,zh_Hans_CN,ja,ko,zh_Hant_TW,fr,ru,pt_BR,es
"<!MissingKey:99:$c[Weapon sockets:] $m[On hit:] $chance2% chance to steal a random buff. $c[Armor & other sockets:] $chance% chance to resist debuffs or critical hits. $c[Backpack:] $m[Opponent drops below $p1%:] Heal for $p2, gain $p3 $empower. >","$c[Weapon sockets:] $m[On hit:] $chance2% chance to steal a random buff. $c[Armor & other sockets:] $chance% chance to resist debuffs or critical hits. $c[Backpack:] $m[Opponent drops below $p1%:] Heal for $p2, gain $p3 $empower. ","$c[Waffensockel:] $m[Bei Treffer:] $chance2% Chance, einen Buff zu stehlen. $c[Rüstung & andere Sockel:] $chance% Chance, einen Debuff oder kritischen Treffer zu vermeiden. $c[Rucksack:] $m[Gegner fällt unter $p1% Leben:] Heile $p2 und erhalte $p3 $empower.",$c[放入武器槽：]$m[击中对手时：]有$chance2%的几率偷取一个随机增益效果。$c[放入护甲或其他槽：] 有$chance%的几率抵御暴击或减益效果。$c[放入背包：] $m[对手生命值低于$p1%时：]恢复$p2点生命值，获得$p3层$empower。,$c[武器に装着：]$m[ヒット時：]$chance2%の確率で1バフを奪う $c[非武器に装着：]$chance%の確率でデバフを無効化、クリティカルを防止する $c[バックパックに配置：]$m[相手の体力が$p1%未満に低下時：]体力を$p2回復し、$p3 $empower を獲得する,"$c[무기 소켓:] $m[적중 시:] $chance2%의 확률로 무작위 버프를 빼앗습니다. $c[방어구 및 기타 소켓:] $chance%의 확률로 디버프나 치명타에 저항합니다. $c[배낭:] $m[상대의 체력이 $p1%보다 낮을 시:] 체력을 $p2 회복하고, $empower를 $p3 획득합니다.",$c[放入武器槽：]$m[擊中對手時：]有$chance2%的幾率偷取一個隨機增益效果。 $c[放入護甲或其他槽：] 有$chance%的幾率抵禦爆擊或減益效果。 $c[放入背包：] $m[對手生命值低於$p1%時：]恢復$p2點生命值，獲得$p3層$empower。,"$c[Emplacements d'armes :] $m[Par coup :] $chance2 % de chance de voler un bonus aléatoire. $c[Armure et autres emplacements :] $chance % de chance de résister aux malus ou coups critiques. $c[Sac à dos :] $m[PV de l'adversaire inférieurs à $p1 % :] guérissez de $p2, gagnez $p3 $empower.",$c[В слоте оружия:] $m[При попадании:] шанс $chance2% украсть у противника случайное усиление. $c[В слоте брони/в другом слоте:] Шанс $chance% игнорировать негативные эффекты или критический удар. $c[В рюкзаке:] $m[Если у противника менее $p1% здоровья:] восстанавливает герою $p2 ед. здоровья и добавляет $p3 $empower.,$c[Engastes de armas:] $m[Ao acertar:] $chance2% de chance de roubar um buff aleatório. $c[Demais engastes:] $chance% de chance de resistir a debuffs ou acertos críticos. $c[Mochila:] $m[Vida do oponente abaixo de $p1%:] Restaura $p2 de vida e ganhe $p3 $empower.,"$c[Ranuras de arma:] $m[Al golpear:] $chance2 % de probabilidad de robar una ventaja al azar. $c[Ranuras de armadura y otras:] $chance % de probabilidad de resistir desventajas o golpes críticos. $c[Mochila:] $m[Si la salud del rival cae por debajo del $p1 %:] Recupera $p2 PS, obtiene $p3 $empower."
<!MissingKey:100:$t[On reveal:] >,"$t[On reveal:] 
 Deal $p1 $effect-damage with $p_lifesteal% lifesteal. 
 If the number of cards before is even, gain $p2 $regen and your healing is increased by $p_healamp%.","$t[Beim Aufdecken:] Verursache $p1 Schaden mit $p_lifesteal% Lebensraub. Wenn die Zahl der vorhergehenden Karten gerade ist, erhalte $p2 $regen und deine Heilungen sind um $p_healamp% verstärkt.","$t[翻开时：] 
造成带有$p_lifesteal%生命偷取效果的$p1点$effect伤害。
如果之前翻开的卡牌数量是偶数，获得$p2层$regen且你的生命恢复效果加强 $p_healamp%。","$t[めくる時：]
体力吸収率$p_lifesteal%の$p1 $effect ダメージを与える 
前にめくったカードの枚数が偶数なら、$p2 $regen を獲得し、自分の回復量 +$p_healamp%","$t[공개 시:]
$p_lifesteal%의 생명력을 흡수하는 $effect 피해를 $p1 가합니다.
이전에 있었던 카드의 수가 짝수라면, $regen을 $p2 획득하고 회복량이 $p_healamp% 증가합니다.","$t[翻開時：] 
造成帶有$p_lifesteal%生命偷取效果的$p1點$effect傷害。 
如果之前翻開的卡牌數量是偶數，獲得$p2層$regen且你的生命恢復效果加強 $p_healamp%。","$t[Par tirage :] 
 infligez $effect de dégâts $p1 avec $p_lifesteal % de vol de vie. 
 Si le nombre de cartes avant est pair, gagnez $p2 $regen et votre guérison augmente de $p_healamp %.","$t[При раскрытии:] 
 Наносит $p1 $effect-урона и крадет $p_lifesteal% здоровья противника. 
 Если количество предшествующих карт четное, добавляет $p2 $regen и повышает эффекты восстановления здоровья на $p_healamp%.","$t[Ao revelar:] 
 Causa $p1 de dano de $effect com $p_lifesteal% de roubo de vida. 
 Se a quantidade de cartas antes for par, ganha $p2 $regen e sua cura é aumentada em $p_healamp%.","$t[Al revelarse:] 
 Inflige $p1 de daño de $effect con un $p_lifesteal % de drenaje vital. 
 Si el número de cartas anterior es par, obtiene $p2 $regen y tu recuperación se incrementa un $p_healamp %."
<!MissingKey:101:Chipped Ruby>,Chipped Ruby,Lädierter Rubin,红宝石碎片,欠けたルビー,깨진 루비,紅寶石碎片,Rubis fragmenté,Осколок рубина,Rubi Lascado,Rubí roto
<!MissingKey:102:Bow and Arrow>,Bow and Arrow,Pfeil und Bogen,弓箭,弓矢,활과 화살,弓箭,Arc et flèche,Лук и стрелы,Arco e Flecha,Arco y flecha
<!MissingKey:103:$t[Start of battle:] $affected items trigger $p1% faster. >,"$t[Start of battle:] $affected items trigger $p1% faster. 

 Attacks $h[twice]. ","$t[Kampfbeginn:] $affected Gegenstände aktivieren $p1% schneller. 

 Attackiert $h[doppelt].","$t[战斗开始时：] $affected的物品触发快$p1%。

攻击$h[两次]。","$t[バトル開始時：]$affectedにあるアイテムの使用速度が$p1%上がる 

1度に$h[2回]攻撃する","$t[전투 시작 시:] $affected에 위치한 아이템이 $p1% 빠르게 발동합니다.

$h[두 번] 공격합니다.",攻擊$h[兩次]。$t[戰鬥開始時：]$affected的物品觸發速度加快$p1%。,"$t[Au début du combat :] les objets $affected se déclenchent $p1 % plus vite. 

 Attaque $h[deux fois].","$t[Начало боя:] $affected предметы срабатывают на $p1% чаще. 

 Атакует $h[дважды].","$t[Início da batalha:] Os itens $affected se ativam $p1% mais rápido. 

 Ataca $h[duas vezes].","$t[Al comienzo de la batalla:] Los objetos $affected se activan un $p1 % más rápido. 

 Ataca $h[dos veces]."
<!MissingKey:104:Blueberries>,Blueberries,Blaubeeren,蓝莓,ブルーベリー,블루베리,藍莓,Myrtilles,Черника,Mirtilos,Arándanos
<!MissingKey:105:Manathirst>,Manathirst,Manadurst,吸魔剑,マナ喰らいの剣,마나갈증,吸魔劍,Lame manaffamée,Меч маны,Tomamana,Devoramaná
<!MissingKey:106:$t[Start of battle:] Reduce damage taken by $p1% for $p2s. >,"$t[Start of battle:] Reduce damage taken by $p1% for $p2s. 

 $chance% chance to resist critical hits. 
 $chance% chance to resist stuns. ","$t[Kampfbeginn:] Eingehender Schaden ist für $p2s um $p1% reduziert. 

 $chance% Chance, kritischen Schaden zu vermeiden. 
 $chance% Chance, Benommenheit zu vermeiden.","$t[战斗开始时：]$p2s内受到的伤害减少$p1%。

有$chance%的几率抵抗暴击。
还有$chance%的几率抵抗眩晕。","$t[バトル開始時：] $p2秒間、受けるダメージが$p1%減る

 $chance%の確率でクリティカルを防止する 
 $chance%の確率でスタンを防止する","$t[전투 시작 시:] $p2초 동안 받는 피해가 $p1% 감소합니다.
$chance%의 확률로 치명타에 저항합니다.
$chance%의 확률로 기절에 저항합니다.","$t[戰鬥開始時：]$p2秒內受到的傷害減少$p1%。
有$chance%的機率抵抗暴擊。
還有$chance%的機率抵抗暈眩。","$t[Au début du combat :] dégâts d'attaque subis réduits de $p1 % pendant $p2 s. 

 $chance % de chance de résister aux coups critiques. 
 $chance % de chance de résister aux étourdissements.","$t[Начало боя:] снижает получаемый урон на $p1% на $p2 сек. 

 Шанс $chance% уклониться от критического удара. 
 $chance% шанс игнорировать оглушение.","$t[Início da batalha:] Diminui o dano sofrido em $p1% por $p2 s. 

 $chance% de chance de resistir a acertos críticos. 
 $chance% de chance de resistir a atordoamentos.","$t[Al comienzo de la batalla:] Reduce el daño recibido en un $p1 % durante $p2 s. 

 $chance % de probabilidad de resistir golpes críticos. 
 $chance % de probabilidad de resistir aturdimiento."
<!MissingKey:107:Bunch of Coins>,Bunch of Coins,Münzenhäufchen,一堆金币,コインの山,코인 더미,一堆金幣,Poignée de pièces,Горсть монет,Punhado de Moedas,Montón de monedas
<!MissingKey:108:$t[On attack:] Use $p1 $mana to ignore $bl and deal +$p2 damage. $t[On stun:] Triggers extra attack.>,$t[On attack:] Use $p1 $mana to ignore $bl and deal +$p2 damage. $t[On stun:] Triggers extra attack.,"$t[Bei Angriff:] Nutze $p1 $mana, um die Lebenspunkte direkt anzugreifen und +$p2 Schaden zu verursachen. $t[Gegner benommen:] Löse einen zusätzlichen Angriff aus.",$t[攻击时：]消耗$p1点$mana无视$bl直接攻击对手，造成+$p2点伤害。$t[眩晕对手：]触发一次额外攻击。,$t[攻撃時：]$p1 $mana を消費して、$bl を無視し、与ダメージ +$p2 $t[スタン時：]追加攻撃を行う,$t[공격 시:] $mana를 $p1 사용해 $bl를 무시하고 피해량이 $p2 증가합니다. $t[기절 시:] 추가 공격을 가합니다.,$t[攻擊時：]消耗$p1點$mana直接攻擊對手，造成+$p2點傷害。$t[暈眩對手時：]觸發一次額外攻擊。,$t[Par attaque :] utilisez $p1 $mana pour ignorer $bl et infliger +$p2 de dégâts. $t[Par étourdissement :] déclenche une attaque supplémentaire.,"$t[При атаке:] использует $p1 $mana, чтобы проигнорировать $bl противника и нанести +$p2 ед. урона. $t[При оглушении:] наносит дополнительную атаку.",$t[Ao atacar:] Gasta $p1 $mana para ignorar $bl e causar +$p2 de dano. $t[Ao atordoar:] Ativa um ataque adicional.,$t[Al atacar:] Usa $p1 $mana para ignorar $bl e inflige $p2 más de daño. $t[Al aturdir:] Activa un ataque adicional.
<!MissingKey:109:White-Eyes Blue Dragon>,White-Eyes Blue Dragon,Weißäugiger Blauer Drache,白眼青龙,白眼の青龍,하얀 눈의 청룡,白眼青龍,Dragon bleu aux yeux blancs,«Снежный дракон»,Dragão Azul dos Olhos Brancos,Dragón de ojos azules
<!MissingKey:110:$t[Every $cds:] Gain $p1 $mana. If you have at least $p2 $mana: Gain $p3 $lucky instead.>,$t[Every $cds:] Gain $p1 $mana. If you have at least $p2 $mana: Gain $p3 $lucky instead.,"$t[Alle $cds:] Erhalte $p1 $mana. Wenn du \~$p2 $mana hast, erhalte stattdessen $p3 $lucky.",$t[每$cds：]获得$p1点$mana。如果你至少有$p2点$mana，则改为获得$p3点$lucky。,$t[$cd秒毎：]$p1 $mana を獲得する。$p2 $mana 以上ある場合、代わりに$p3 $lucky を獲得する,"$t[$cd초마다:] $mana를 $p1 획득합니다. $p2 이상의 $mana를 보유 시, 그 대신 $lucky을 $p3 획득합니다.",$t[每$cd秒：]獲得$p1點$mana。如果你至少有$p2點$mana，則改為獲得$p3點$lucky。,$t[Toutes les $cd s :] gagnez $p1 $mana. Si vous avez au moins $p2 $mana : gagnez $p3 $lucky à la place.,$t[Раз в $cd сек.:] добавляет $p1 $mana. Если уже есть не менее $p2 $mana: добавляет $p3 $lucky вместо маны.,"$t[A cada $cd s:] Ganhe $p1 $mana, ou $p3 $lucky se você tiver ao menos $p2 $mana.",$t[Cada $cd s] Obtiene $p1 $mana. Al tener al menos $p2 $mana: Obtiene $p3 $lucky en su lugar.
<!MissingKey:111:Perfect Sapphire>,Perfect Sapphire,Perfekter Saphir,完美蓝宝石,完璧なサファイア,완벽한 사파이어,完美藍寶石,Saphir parfait,Полированный сапфир,Safira Perfeita,Zafiro perfecto
<!MissingKey:112:$c[Weapon sockets:] $m[Opponent below $p1% health:] Deal +$p2% damage. $c[Armor & other sockets:] $m[$p3 debuffs inflicted:] Gain $p4 $bl. $c[Backpack:] $m[Every $cds:] Inflict $fatigue[Fatigue] damage.>,$c[Weapon sockets:] $m[Opponent below $p1% health:] Deal +$p2% damage. $c[Armor & other sockets:] $m[$p3 debuffs inflicted:] Gain $p4 $bl. $c[Backpack:] $m[Every $cds:] Inflict $fatigue[Fatigue] damage.,$c[Waffensockel:] $m[Gegner unter $p1% Leben:] Verursache +$p2% Schaden. $c[Rüstung & andere Sockel:] $m[$p3 Debuffs verursacht:] Erhalte $p4 $bl. $c[Rucksack:] $m[Alle $cds:] Verursache $fatigue[Erschöpfungsschaden].,$c[放入武器槽：] $m[对手生命值低于$p1%时：] 伤害+$p2%。 $c[放入护甲或其他槽：] $m[每施加$p3次减益效果：]获得$p4层$bl。$c[放入背包：] $m[每$cds：]造成$fatigue[疲惫]伤害。,$c[武器に装着：] $m[相手の体力が$p1%未満の時：]与ダメージ +$p2% $c[非武器に装着：] $m[$p3デバフ付与する毎：]$p4 $bl を獲得する $c[バックパックに配置：]$m[$cd秒毎：] $fatigue[疲労]ダメージを与える,$c[무기 소켓:] $m[상대의 체력이 $p1%보다 낮을 시:] 가하는 피해가 $p2% 증가합니다. $c[방어구 및 기타 소켓:] $m[디버프를 $p3번 부여 시:] $bl를 $p4 획득합니다. $c[배낭:] $m[$cd초마다:] $fatigue[피로] 피해를 부여합니다.,$c[放入武器槽：]$m[對手生命值低於$p1%時：]傷害+$p2%。 $c[放入護甲或其他槽位：]$m[每施加$p3次減益效果：]獲得$p4層$bl。$c[放入背包：]$m[每$cd秒：]造成$fatigue點[疲勞]傷害。,$c[Emplacements d'armes :] $m[PV de l'adversaire inférieurs à $p1 % :] infligez +$p2 % de dégâts. $c[Armure et autres emplacements :] $m[$p3 malus infligés :] gagnez $p4 $bl. $c[Sac à dos :] $m[Toutes les $cd s :] infligez des dégâts de $fatigue[Fatigue].,$c[В слоте оружия:] $m[Если у противника менее $p1% здоровья:] наносит +$p2% урона. $c[В слоте брони/в другом слоте:] $m[Если наложено не менее $p3 негативных эффектов:] добавляет $p4 $bl. $c[В рюкзаке:] $m[Раз в $cd сек.:] наносит урон от $fatigue[истощения].,$c[Engastes de armas:] $m[Vida do oponente abaixo de $p1%:] Causa +$p2% de dano. $c[Demais engastes:] $m[$p3 debuffs infligidas:] Ganhe $p4 $bl. $c[Mochila:] $m[A cada $cd  s:] Inflige dano de $fatigue[Cansaço].,$c[Ranuras de arma:] $m[Si el rival está por debajo del $p1 % de salud:] Inflige $p2 % más de daño. $c[Ranuras de armadura y otras:] $m[Al infligir $p3 desventajas:] Obtiene $p4 $bl. $c[Mochila:] $m[Cada $cd s:] Inflige daño por $fatigue[Fatiga].
<!MissingKey:113:Regular Ruby>,Regular Ruby,Regulärer Rubin,普通红宝石,普通のルビー,평범한 루비,普通紅寶石,Rubis ordinaire,Рубин,Rubi Comum,Rubí normal
"<!MissingKey:114:$t[Every $cds:] Gain $h[1] $lucky $m[or] $h[1] $spikes $m[or] $h[1] $mana, depending on what you have the least of. $t[Use] $p1 $bl, $p1 $lucky, $p1 $spikes, $p1 $mana $m[and] $p2 $m[health:] Give the $affected $h[Weapon] +$p3 damage (once). >","$t[Every $cds:] Gain $h[1] $lucky $m[or] $h[1] $spikes $m[or] $h[1] $mana, depending on what you have the least of. $t[Use] $p1 $bl, $p1 $lucky, $p1 $spikes, $p1 $mana $m[and] $p2 $m[health:] Give the $affected $h[Weapon] +$p3 damage (once). ","$t[Alle $cds:] Erhalte $h[1] $lucky $m[oder] $h[1] $spikes $m[oder] $h[1] $mana, je nachdem, wovon du am wenigsten hast. $t[Nutze] $p1 $bl, $p1 $lucky, $p1 $spikes, $p1 $mana und $p2 Leben$m[:] Gibt der $affected $h[Waffe] +$p3 Schaden (einmalig).",$t[每$cds：]根据你现有最少的项，获得$h[1]点$lucky $m[或] $h[1]层$spikes $m[或] $h[1]点$mana。$t[消耗] $p1点$bl，$p1点$lucky，$p1层$spikes，$p1点$mana和$p2点生命值$m[：]使$affected的$h[武器] +$p3点伤害（单次触发）。,$t[$cd秒毎：]$h[1] $lucky $m[または]$h[1] $spikes $m[または]$h[1] $mana のうち最も少ないものを獲得する。$t[]$p1 $bl と$p1 $lucky と$p1 $spikes と$p1 $mana と$p2$m[体力を消費：]$affectedにある$h[武器]のダメージ値が$p3増える（1回のみ）,"$t[$cd초마다:] $h[1] $lucky $m[혹은] $h[1] $spikes $m[혹은] $h[1] $mana 중, 가장 적게 지닌 것을 획득합니다. $t[$bl를 $p1, $lucky을 $p1, $spikes를 $p1, $mana를 $p1, 체력을 $p2 사용 시:] $affected에 위치한 $h[무기]가 가하는 피해가 $p3 증가합니다 (한 번).",$t[每$cd秒：]根據你現有最少的屬性數值，獲得$h[1]點$lucky，$m[或]$h[1]層$spikes，$m[或]$h[1]點$mana。$t[消耗]$p1點$bl、$p1點$lucky、$p1層$spikes、$p1點$mana和$p2點生命值$m[：]使$affected的$h[武器]+$p3點傷害（單次觸發）。,"$t[Toutes les $cd s :] gagnez $h[1] $lucky $m[ou] $h[1] $spikes $m[ou] $h[1] $mana, en fonction de ce que vous avez le moins. $t[Utilisez] $p1 $bl, $p1 $lucky, $p1 $spikes, $p1 $mana et $p2 de PV$m[ :] donne à l'$h[Arme] $affected +$p3 de dégâts (une fois).","$t[Раз в $cd сек.:] добавляет $h[1] $lucky $m[или] $h[1] $spikes $m[или] $h[1] $mana, в зависимости от того, какого эффекта в данный момент меньше. $t[Использует] $p1 $bl, $p1 $lucky, $p1 $spikes, $p1 $mana и $p2 ед. здоровья$m[:] добавляет $affected $h[оружию] +$p3 ед. урона (один раз за бой).","$t[A cada $cd s:] Ganhe $h[1] $lucky $m[ou] $h[1] $spikes $m[ou] $h[1] $mana, dependendo do que você menos tiver. $t[Gasto de] $p1 $bl, $p1 $lucky, $p1 $spikes, $p1 $mana e $p2 de vida$m[:] Dá à $h[Arma] $affected +$p3 de dano (uma vez).","$t[Cada $cd s:] Obtiene $h[1] $lucky $m[o] $h[1] $spikes $m[o] $h[1] $mana, según lo que tengas en menor cantidad. $t[Al usar] $p1 $bl, $p1 $lucky, $p1 $spikes, $p1 $mana y $p2 PS$m[:] Otorga al $affected $h[Arma] +$p3 de daño (una vez)."
